学习时间_小时,出勤率,之前成绩,作业完成率,睡眠时间_小时,最终成绩,成绩等级
6.993428306022466,0.7502447746777209,70.36186384425204,0.7025852244067063,9.880551253216392,100.0,
5.72347139765763,0.7313703521003201,63.71765391614125,0.742127899389555,5.165657470666654,87.74330753386731,优秀
7.295377076201385,0.890929074863091,79.78761765628771,0.8695976832582921,7.1068806248663385,100.0,
9.046059712816051,0.9119427179460704,95.10675669034717,0.6250259368877806,5.059738562193856,100.0,
5.531693250553328,0.7094758434476925,46.872412955313834,0.6842027758661372,5.956457684204404,83.19324097862483,优秀
5.531726086101639,0.9808636738731069,76.72539118721126,0.9236094561166706,5.622809524875137,99.9878564289257,杰出
9.158425631014783,0.7155913850954417,72.5980080665004,0.6587687694335083,8.859376009662341,100.0,
7.534869458305818,0.8623889005903211,85.07010114675698,0.7370580586090086,6.40565548284736,98.91112525328501,杰出
5.061051228130096,0.9127181558352749,78.19794942356533,0.9458635687432561,8.602569000541024,95.34415758984248,杰出
7.085120087171929,0.9612907371238257,63.72046002391771,0.661970124457377,7.906181334382777,100.0,
5.0731646143750755,0.9142260796397284,70.21419096500072,0.6330947342472759,10.455458128157183,97.85087279185545,杰出
5.068540492859486,0.9405184249209375,63.05961214794766,0.7938151980320043,4.780833665290414,73.68199288435915,良好
6.483924543132068,0.8018350577628418,91.14010707897897,0.7209678045114145,8.888849859680198,100.0,
2.173439510684404,0.9444475341239537,75.31967473007913,0.8253633457935416,8.719661305601091,82.96226957964606,优秀
2.5501643349739345,0.7240344539154026,100.0,0.9215219561933901,5.539931742959448,81.80184038630824,优秀
4.875424941518054,0.9684449968181583,74.0900877927807,0.6548593952610973,8.51070000470974,99.27371111520299,杰出
3.9743377593311524,0.8642777128461209,64.37389849634306,0.832279633821714,7.504217444539343,86.07094237013985,优秀
6.628494665190548,0.9451893309887481,52.294284110807595,0.8022035041559455,6.658785610069888,99.63612850185343,杰出
4.183951848957578,0.83569548535549,47.95290485616083,0.6576315144052798,5.764096769542,72.33240406215798,良好
3.175392597329417,0.8930733085589575,51.23796085491765,0.8495993942115929,5.921335822826221,78.3838674356625,良好
8.931297537843108,0.8579207982808339,79.00689976517225,0.7094561671443087,10.07471814367889,100.0,
5.548447399026928,0.9194768565265996,82.63087534844901,0.795133727417605,7.001024228436224,100.0,
6.1350564093758475,0.7244889946091768,51.282139469518,0.6329089297108247,8.173195002297188,80.92901976303125,优秀
3.1505036275730864,0.7181056251971691,88.42557471114173,0.7838336228854492,5.813650927498671,78.75872886571851,良好
4.911234550949635,0.7741309702030439,67.75408422474841,0.7225853872171282,5.830220580667541,81.13841586857662,优秀
6.2218451794197325,0.7478634040339565,77.20189517978324,0.9289524844741417,8.622977213874913,100.0,
3.6980128451553944,0.9615350699776605,99.18330942383136,0.6227914907989472,4.975635682672702,90.20066995488187,杰出
6.751396036691344,0.7657641962074133,88.45258973798298,0.767442909967332,6.377179348142093,95.67958000466535,杰出
4.7987226201623905,0.9927595767457393,70.97204028141252,0.7833725696525752,7.051041116608348,91.33228006774048,杰出
5.416612500413446,0.801068737531332,61.63211661877069,0.8900024305196474,7.167058902760079,79.17858984085927,良好
4.796586775541206,0.7546353747066098,42.72276898006042,0.8297150300360844,6.731360072475765,85.0106426903586,优秀
9.704556369017876,0.9369095521427437,64.2127002113637,0.8668849348776724,7.593729671643885,100.0,
5.973005550524132,0.8976123326502629,71.83304641758458,0.9108197142607024,8.039283633726717,99.38737101148774,杰出
3.8845781420881993,0.8494587149359416,60.19230709273224,0.9448811894632755,8.101956318188995,83.29863904536631,优秀
7.645089824206378,0.8666090652812893,73.03114549361543,0.7255501986889882,5.52129428699826,100.0,
3.5583127000579555,0.9157605334816792,76.15277824438152,0.8152090821455612,6.573767353106804,70.14074637464793,良好
6.4177271900095105,0.7685364223993896,71.62716027287883,0.9360432313756799,8.792144292815406,100.0,
2.080659752240449,0.9989001748170225,65.2499612876481,0.9957804523860225,8.341970781360809,81.04784520486058,优秀
3.343627902203139,0.9924379486440349,77.52982007950092,0.9558077244175053,4.940710822778405,81.77620008160764,优秀
6.393722471738247,0.895097705904081,81.62910974354114,0.7485869050497507,7.527219850528303,100.0,
7.476933159990821,0.7598627352787435,58.64401383835731,0.6780666068874601,4.032662125937785,83.97480071794477,优秀
6.342736562379941,0.9040684727293874,96.16398569619405,0.7957570149626355,7.070402353090555,100.0,
5.768703435223519,0.7216595226937527,73.52117801573607,0.8966565807344169,9.846650525118966,100.0,
5.3977926088214225,0.7091957506617418,75.28274434417271,0.797027628301319,5.578160924096521,93.17703389598417,杰出
3.0429560192651453,0.7773048665533641,85.62321634884836,0.7932723453254674,5.748515431762627,76.50801295156725,良好
4.5603115832105825,0.8387868870217949,78.49824196895253,0.9352921684327202,8.14604467235929,89.78339562276516,优秀
5.078722458080425,0.9604817516225141,89.29704950869868,0.7445615116268746,4.685797727185531,97.41272984162319,杰出
8.11424445243783,0.9181507209298924,79.30686247802737,0.9439178699246582,6.050867455172441,100.0,
6.687236579136923,0.9228119563599944,65.81343938039343,0.7627219203806894,7.894661706372629,91.14191932207434,杰出
2.473919689274532,0.8276480003344225,80.42255287809152,0.7312932422713357,6.048571228465895,73.41934033517404,良好
6.64816793878959,0.8037804977640889,57.844106890190076,0.7815959644798796,6.646045019183543,93.61762449109233,杰出
5.229835439167367,0.8113116288953808,76.62839558664784,0.9049787834699474,8.116278565472552,99.35998844046607,杰出
4.646155999388083,0.9962948691208173,74.5015501403331,0.6504008111455977,7.632319125304842,87.13163957328555,优秀
7.2233525776817356,0.7120327574237447,71.87824714091191,0.6785676863488069,7.400227594443103,82.32858271419076,优秀
8.061999044991902,0.9601094488367345,73.07193732841604,0.9805779302652368,6.491316581094942,100.0,
7.862560238232398,0.873602622571718,46.77226431753542,0.6701966509525429,7.555091672903433,89.8780625982321,优秀
4.321564953554723,0.8315846257568771,66.76912638388558,0.8270909271724218,6.814400979850365,74.21872707475181,良好
5.381575248297571,0.9175772981245409,76.39267351711672,0.8317257866647751,7.6867084148886775,81.86489826394197,优秀
6.662526862807128,0.8460006824274109,77.39784587996101,0.7958497848200979,6.254601962323033,100.0,
7.951090254244718,0.9620269714244982,59.58487288611063,0.8578980994307275,6.726146538430688,100.0,
5.04165152430942,0.9702105592033776,93.98561761297051,0.6919306903190474,5.515063311171979,93.08895916307422,杰出
5.628682046672366,0.8265162780620365,62.007377276782485,0.8210649071106992,6.947488584990646,96.4320215690929,杰出
3.7873300519879436,0.7830483391705154,89.54185800790106,0.7488693020987589,5.783498704556733,87.44683480143055,优秀
3.6075867518386584,0.8777050985780086,81.40791542807527,0.8646669038516757,5.32893032475701,91.72377478007479,杰出
7.625051644788396,0.9737090036850073,65.30659035234295,0.6564894173492598,7.387991721783083,94.8510627463151,杰出
8.712480057141645,0.7631986567017,100.0,0.8283509667357905,7.319109663786491,100.0,
5.855979756839332,0.8868899750690449,57.095447523652794,0.6741081421533295,8.174310602422858,82.52300900507898,优秀
8.007065795784047,0.8894680660277562,88.78731260415002,0.7114572252460145,6.353311645637351,100.0,
6.723272050095268,0.9199339067245843,90.00873477064468,0.6874839201294333,7.612079270255133,100.0,
4.709760490789751,0.7394703055381779,64.94069686385032,0.6731351119475268,7.8261963584104945,86.70290520621666,优秀
6.722791211016828,0.9147474894046266,95.88697950096493,0.9302843806242668,7.6671607117473926,100.0,
9.076073132931938,0.9727097561996922,71.2493022810157,0.7142830270643561,5.761519475796787,100.0,
5.928347921780097,0.7539049326610725,79.33040443919785,0.9708495127457797,7.224045223406783,100.0,
9.129287311628012,0.7712629974771632,78.90482758156831,0.9879706101380763,7.546210444081992,100.0,
0.7605097918205113,0.9914185282124919,72.98536887794178,0.8285041879748389,7.010767700361913,70.39914513065071,良好
7.643805008750448,0.7542930858128469,87.16212409739673,0.6572004490662905,4.0,92.3469842467774,杰出
6.174094136476342,0.9563155280108737,86.9023308082832,0.7498192973518325,7.24073443596022,100.0,
5.401985299068265,0.8476833569344104,48.772020401427284,0.9190929053392856,10.318796559095864,89.00778631704102,优秀
6.183521553071005,0.774169322320953,94.56510364317229,0.7469562914788281,6.459941096864526,100.0,
2.0248621707982144,0.9612249703817535,50.062620179464886,0.6348068873211155,5.907884353217018,64.28937813699021,及格
5.560656224324976,0.8335915765007996,90.48819306512486,0.8227139643712752,7.560022839567098,96.2544438765117,杰出
6.7142251430234925,0.8544452061789071,91.90057705241375,0.9380483405984139,7.4685673156998575,100.0,
8.955788089483033,0.8077700108199297,58.63550354677203,0.9183705548574009,8.789102748124622,100.0,
4.963459563452705,0.8778852554304782,68.83778568068122,0.6700492560521413,5.113197766136668,82.5147380869755,优秀
4.3830127942136246,0.7490571617755067,58.41442997271096,0.8691058457649867,8.097070378862488,80.44293054193942,优秀
4.996485912830927,0.8173244609955281,71.77618454566897,0.6882017053742588,7.885633091877195,97.28282550025182,杰出
7.830804235404148,0.9908236967005862,70.37948573721388,0.6872830138208689,6.786780194589181,99.68629722537929,杰出
6.657502219319369,0.7774400298103382,86.6949079840401,0.9496287093220741,7.508030976882535,100.0,
4.940479592465922,0.8970209993623877,94.65463119179412,0.699867581096092,8.544186222397535,100.0,
7.026534866226712,0.7975570192674084,95.93525716184934,0.7052989386072045,8.308473070042675,98.9041465321446,杰出
6.194155098696081,0.9320419377059802,66.56747960132547,0.6002613563045198,5.285471031889407,91.5580230433739,杰出
7.937289981065779,0.7392620982155049,71.86167189383208,0.9482676136502071,8.230237280133228,100.0,
4.595893812245295,0.9909463135235634,49.74842711668575,0.9170379252836539,6.902967092451222,89.39834043503072,优秀
5.3446757068044635,0.8361368624150918,62.911949002557165,0.8509315740362712,7.1093111470232735,84.48904132808705,优秀
5.215783693735685,0.7708151390039392,89.47277449646187,0.900106305575537,7.1097954865025415,99.52208431357819,杰出
3.072970103735763,0.7220490241990037,99.23374235322348,0.6608194269697967,6.7746355168026104,88.56668147825167,优秀
6.592240554129152,0.7509273715262622,56.48476692180117,0.7833294378350302,8.787561245660598,98.55742696472203,杰出
6.522110544359778,0.8559321845668053,66.11303611270658,0.7404877549395124,6.8744230602261815,95.67585293268253,杰出
6.010226913284922,0.8011009529293859,74.60391364561609,0.6375106105028066,5.320680807425247,87.50184377644126,优秀
5.530825733249706,0.9486650097647829,79.2024173822941,0.7944521940859697,6.409705216045407,92.24224953793856,杰出
3.1692585158991715,0.8292662570985417,62.85594720117531,0.9682958601370542,7.268042075215713,87.70409738839203,优秀
5.158709354469282,0.7746142817762889,81.36091566696135,0.6160236476202777,8.843822176445576,89.1246300743177,优秀
5.314570966946461,0.885143495981209,67.89240979393625,0.7165843653975176,7.90464202742325,86.01616686049664,优秀
4.395445461556762,0.9120331650656337,74.78321593682581,0.6830163744822814,5.724197081879434,87.67333984630146,优秀
5.677428576667982,0.750112572370285,83.19426372005549,0.6952586614662786,10.727784875018337,96.25143910286063,杰出
6.8081017136290765,0.7502857648864952,75.09633404716406,0.9633738207517502,7.397162966466969,96.06973983690408,杰出
9.77237180242106,0.7110014280800628,68.45421164210147,0.7872276216937161,8.913086106998522,100.0,
6.349155625663678,0.9209206045196922,73.35585294111253,0.7865197651759275,6.772428349634156,95.09905008065063,杰出
6.515100781445529,0.8991413582865415,73.67455561191997,0.9042302569821129,7.800038867058174,100.0,
5.851108168467666,0.8423892627249441,69.44983455176808,0.6617968816019703,8.259202756777608,94.5990938382559,杰出
2.162457569401917,0.9532511346907591,71.11805905999347,0.7949061416400203,8.827292067631383,85.54743574018329,优秀
5.946972249101567,0.9417010458850159,98.97970755757075,0.7719940856484239,8.586052458067337,100.0,
6.120460419882053,0.8756063093190256,83.41379171911858,0.8387642762186625,8.308295500109466,100.0,
10.926484224970572,0.9604813841539777,70.56779522956259,0.9998230813001754,6.527369903208837,100.0,
5.615278070437755,0.7617523630110304,85.45431606766104,0.9077795576328188,6.142380937065908,97.39997501590771,杰出
6.603094684667225,0.7335758858193183,69.99270765365985,0.7591462812069709,7.498911265486297,100.0,
5.9305764605895135,0.7809248834550968,92.59686956379961,0.9310212209096188,8.399692108511605,100.0,
3.662643924760936,0.7171260568267944,80.54463288297141,0.668283345324992,6.665918948835089,77.82956443172502,良好
8.285645629030041,0.8593508584003096,73.39046783993656,0.6121854745235841,8.59775794857158,100.0,
7.503866065373549,0.9809817076884885,81.71575388715416,0.6817793489857092,9.17892511822927,100.0,
7.582063894086094,0.7118030622005529,51.43685771897251,0.7361646224457039,5.625518621389871,93.20229296981618,杰出
4.181225090410522,0.736632974203008,58.09848796635292,0.804232302983824,5.74461894430558,79.51094637758496,良好
8.805588621872198,0.8356597084850306,57.091124904014166,0.8460516562164799,6.7894374116419955,100.0,
3.1962978744154382,0.9801625052583715,77.1441464214556,0.9642422868857687,7.461419002283795,87.47115847977514,优秀
7.173714187600541,0.7948468314930252,100.0,0.8039416038201831,6.213149479349424,100.0,
10.380911251619956,0.8521704426065178,100.0,0.8005102578502917,9.028304018300716,100.0,
4.0189273497386235,0.7124718577151176,84.57076652161136,0.6200972039291929,7.636100292277677,89.06530868900815,优秀
4.867404540794456,0.7445029602886266,82.51266712416685,0.6139646210624895,7.05917057236111,87.11497803270672,优秀
6.199302730175282,0.9959890368876541,47.984133987708915,0.8204639847665488,4.846135714197208,84.26901196143812,优秀
4.993048691767601,0.9895356089308136,66.85989300398967,0.7752714452993378,5.0262762753587396,89.45819930544754,优秀
2.8986731378677346,0.7014819942803229,63.183243721376414,0.9356721579921194,7.4215138754227095,78.40426940550523,良好
6.137125949612055,0.9855435356269717,65.68728602623327,0.6642718338847381,4.0,89.45384069461088,优秀
3.8753925725477902,0.8917359813446502,72.47784272122816,0.6099886648468198,8.518956114466107,85.5491696179159,优秀
6.9471848612703635,0.9603754883560066,67.91864133454308,0.7796155071720503,6.76276923344152,99.3493321397145,杰出
4.1611515315323935,0.8364219566901577,45.310502844363185,0.694991422700903,11.8646394543921,97.22335785842401,杰出
9.09986881003508,0.8546788085737751,86.218653841763,0.6198457493355349,10.461874375924166,100.0,
4.433493415327526,0.846653974077076,58.9088546139029,0.8898393147390515,6.727826396128725,87.1905799306208,优秀
5.355876967588649,0.9000592772638313,78.58870296166724,0.6446371999828989,6.840494496203028,92.26672405488652,杰出
7.62703443473934,0.7418953764268938,100.0,0.8433278000031087,8.493372271003045,100.0,
3.5382713671320896,0.7089920769618033,61.20923112620365,0.7124199000667557,9.554758914877056,82.61975792547031,优秀
6.4549198692082586,0.7923789824773573,37.04568715880505,0.6693984201420088,4.542956413845975,78.4937980369222,良好
8.614285508564857,0.911404228820994,70.70993667179833,0.7519006091677269,4.32043680196797,100.0,
2.785033530877545,0.7605560356368845,91.51439452497857,0.9205783104891815,6.066947791668428,82.1285902769801,优秀
6.369267717064608,0.9020297299974752,100.0,0.7568374307618291,7.874106374760797,92.44814226082399,杰出
6.519765588496847,0.9909736138321812,56.55675608321375,0.9003078596844223,7.745310385761396,99.43356990736932,杰出
7.563645743554621,0.7281702147368255,82.45048834854782,0.6501945187196603,8.604657182475776,100.0,
3.526098578243836,0.9017806354675378,68.0203431482992,0.9091085678660317,5.200453707452038,88.07309446936867,优秀
3.3590867738314474,0.8331250657913714,73.41077468543797,0.6947733299626595,4.0,73.05105630520809,良好
7.0438831312337955,0.9604426763132516,100.0,0.8709572519555491,8.287021292953218,100.0,
6.5939693464663724,0.7531449368342158,52.4554450740727,0.8263126219363985,5.757705590552148,87.43007873074767,优秀
6.5009857006917535,0.9077877856678493,78.8060949224186,0.9716578868846749,4.0,91.59131197833302,杰出
6.692896418993952,0.951434586894433,82.01539757648149,0.7549290071901256,7.217595618939073,100.0,
4.639950556843019,0.983384265842207,91.2867948740902,0.6264660755337762,8.189763532328016,97.48473158264639,杰出
6.464507394322007,0.9049744084868937,76.46974730206342,0.6076621942205012,6.816914301818084,100.0,
6.586144946597362,0.8491524292025282,79.62075809256153,0.9307434243891013,6.313227420726266,96.43319799362204,杰出
4.571297163947264,0.8853541720603642,69.12527148867314,0.8098942550645729,6.76095665178114,87.14151831821715,优秀
